No,Kategori Akun,Nama Lengkap,Username / ID Login,Kata Sandi (Password),Email,NIS / NIP,Kelas / Rombel,No. Telepon / WA,Status Kata Sandi
915,Siswa,Novalita Suhendra,22230420,siswa0420,novalita.suhendra.22230420@siswa.belajar.id,22230420,XII TKP 1,0822260020,Sandi Default
916,Siswa,Candra Putra,22230421,siswa0421,candra.putra.22230421@siswa.belajar.id,22230421,XII TKP 1,0822260021,Sandi Default
917,Siswa,Citra Kurnia,22230422,siswa0422,citra.kurnia.22230422@siswa.belajar.id,22230422,XII TKP 1,0822260022,Sandi Default
918,Siswa,Irfan Pramudya,22230423,siswa0423,irfan.pramudya.22230423@siswa.belajar.id,22230423,XII TKP 1,0822260023,Sandi Default
919,Siswa,Putri Lestari,22230424,siswa0424,putri.lestari.22230424@siswa.belajar.id,22230424,XII TKP 1,0822260024,Sandi Default
920,Siswa,Ahmad Syahputra,22230425,siswa0425,ahmad.syahputra.22230425@siswa.belajar.id,22230425,XII TKP 1,0822260025,Sandi Default
921,Siswa,Delfina Wicaksono,22230426,siswa0426,delfina.wicaksono.22230426@siswa.belajar.id,22230426,XII TKP 1,0822260026,Sandi Default
922,Siswa,Lucky Purnomo,22230427,siswa0427,lucky.purnomo.22230427@siswa.belajar.id,22230427,XII TKP 1,0822260027,Sandi Default
923,Siswa,Rania Saputra,22230428,siswa0428,rania.saputra.22230428@siswa.belajar.id,22230428,XII TKP 1,0822260028,Sandi Default
924,Siswa,Aldiansyah Safitri,22230429,siswa0429,aldiansyah.safitri.22230429@siswa.belajar.id,22230429,XII TKP 1,0822260029,Sandi Default
925,Siswa,Dian Mahardika,22230430,siswa0430,dian.mahardika.22230430@siswa.belajar.id,22230430,XII TKP 1,0822260030,Sandi Default
926,Siswa,M. Fikri Gunawan,22230431,siswa0431,m.fikri.gunawan.22230431@siswa.belajar.id,22230431,XII TKP 1,0822260031,Sandi Default
927,Siswa,Salsabila Sujatmiko,22230432,siswa0432,salsabila.sujatmiko.22230432@siswa.belajar.id,22230432,XII TKP 1,0822260032,Sandi Default
928,Siswa,Andika Nugroho,22230433,siswa0433,andika.nugroho.22230433@siswa.belajar.id,22230433,XII TKP 1,0822260033,Sandi Default
929,Siswa,Elsa Suryanto,22230434,siswa0434,elsa.suryanto.22230434@siswa.belajar.id,22230434,XII TKP 1,0822260034,Sandi Default
930,Siswa,Zidan Wibowo,22230501,siswa0501,zidan.wibowo.22230501@siswa.belajar.id,22230501,XII TKP 2,0822270001,Sandi Default
931,Siswa,Aurelia Ramadhan,22230502,siswa0502,aurelia.ramadhan.22230502@siswa.belajar.id,22230502,XII TKP 2,0822270002,Sandi Default
932,Siswa,Hafiz Firmansyah,22230503,siswa0503,hafiz.firmansyah.22230503@siswa.belajar.id,22230503,XII TKP 2,0822270003,Sandi Default
933,Siswa,Nayra Hakim,22230504,siswa0504,nayra.hakim.22230504@siswa.belajar.id,22230504,XII TKP 2,0822270004,Sandi Default
934,Siswa,Bintang Anggraini,22230505,siswa0505,bintang.anggraini.22230505@siswa.belajar.id,22230505,XII TKP 2,0822270005,Sandi Default
935,Siswa,Chelsea Wardhana,22230506,siswa0506,chelsea.wardhana.22230506@siswa.belajar.id,22230506,XII TKP 2,0822270006,Sandi Default
936,Siswa,Indra Utomo,22230507,siswa0507,indra.utomo.22230507@siswa.belajar.id,22230507,XII TKP 2,0822270007,Sandi Default
937,Siswa,Nurul Kuswanto,22230508,siswa0508,nurul.kuswanto.22230508@siswa.belajar.id,22230508,XII TKP 2,0822270008,Sandi Default
938,Siswa,Dwi Kusuma,22230509,siswa0509,dwi.kusuma.22230509@siswa.belajar.id,22230509,XII TKP 2,0822270009,Sandi Default
939,Siswa,Clarissa Mahendra,22230510,siswa0510,clarissa.mahendra.22230510@siswa.belajar.id,22230510,XII TKP 2,0822270010,Sandi Default
940,Siswa,Kevin Baskara,22230511,siswa0511,kevin.baskara.22230511@siswa.belajar.id,22230511,XII TKP 2,0822270011,Sandi Default
941,Siswa,Raisa Permatasari,22230512,siswa0512,raisa.permatasari.22230512@siswa.belajar.id,22230512,XII TKP 2,0822270012,Sandi Default
942,Siswa,Aditya Maulana,22230513,siswa0513,aditya.maulana.22230513@siswa.belajar.id,22230513,XII TKP 2,0822270013,Sandi Default
943,Siswa,Devi Setiawan,22230514,siswa0514,devi.setiawan.22230514@siswa.belajar.id,22230514,XII TKP 2,0822270014,Sandi Default
944,Siswa,M. Rizky Suhendra,22230515,siswa0515,m.rizky.suhendra.22230515@siswa.belajar.id,22230515,XII TKP 2,0822270015,Sandi Default
945,Siswa,Salma Putra,22230516,siswa0516,salma.putra.22230516@siswa.belajar.id,22230516,XII TKP 2,0822270016,Sandi Default
946,Siswa,Alif Kurnia,22230517,siswa0517,alif.kurnia.22230517@siswa.belajar.id,22230517,XII TKP 2,0822270017,Sandi Default
947,Siswa,Dinda Pramudya,22230518,siswa0518,dinda.pramudya.22230518@siswa.belajar.id,22230518,XII TKP 2,0822270018,Sandi Default
948,Siswa,M. Zidan Lestari,22230519,siswa0519,m.zidan.lestari.22230519@siswa.belajar.id,22230519,XII TKP 2,0822270019,Sandi Default
949,Siswa,Shifa Syahputra,22230520,siswa0520,shifa.syahputra.22230520@siswa.belajar.id,22230520,XII TKP 2,0822270020,Sandi Default
950,Siswa,Ardi Wicaksono,22230521,siswa0521,ardi.wicaksono.22230521@siswa.belajar.id,22230521,XII TKP 2,0822270021,Sandi Default
951,Siswa,Febriana Purnomo,22230522,siswa0522,febriana.purnomo.22230522@siswa.belajar.id,22230522,XII TKP 2,0822270022,Sandi Default
952,Siswa,Pratama Saputra,22230523,siswa0523,pratama.saputra.22230523@siswa.belajar.id,22230523,XII TKP 2,0822270023,Sandi Default
953,Siswa,Syifa Safitri,22230524,siswa0524,syifa.safitri.22230524@siswa.belajar.id,22230524,XII TKP 2,0822270024,Sandi Default
954,Siswa,Bagas Mahardika,22230525,siswa0525,bagas.mahardika.22230525@siswa.belajar.id,22230525,XII TKP 2,0822270025,Sandi Default
955,Siswa,Gita Gunawan,22230526,siswa0526,gita.gunawan.22230526@siswa.belajar.id,22230526,XII TKP 2,0822270026,Sandi Default
956,Siswa,Rafi Sujatmiko,22230527,siswa0527,rafi.sujatmiko.22230527@siswa.belajar.id,22230527,XII TKP 2,0822270027,Sandi Default
957,Siswa,Tiara Nugroho,22230528,siswa0528,tiara.nugroho.22230528@siswa.belajar.id,22230528,XII TKP 2,0822270028,Sandi Default
958,Siswa,Bima Suryanto,22230529,siswa0529,bima.suryanto.22230529@siswa.belajar.id,22230529,XII TKP 2,0822270029,Sandi Default
959,Siswa,Indah Pratama,22230530,siswa0530,indah.pratama.22230530@siswa.belajar.id,22230530,XII TKP 2,0822270030,Sandi Default
960,Siswa,Rendi Wahyuni,22230531,siswa0531,rendi.wahyuni.22230531@siswa.belajar.id,22230531,XII TKP 2,0822270031,Sandi Default
961,Siswa,Zahra Haikal,22230532,siswa0532,zahra.haikal.22230532@siswa.belajar.id,22230532,XII TKP 2,0822270032,Sandi Default
962,Siswa,Daffa Santoso,22230533,siswa0533,daffa.santoso.22230533@siswa.belajar.id,22230533,XII TKP 2,0822270033,Sandi Default
963,Siswa,Jessica Sudrajat,22230534,siswa0534,jessica.sudrajat.22230534@siswa.belajar.id,22230534,XII TKP 2,0822270034,Sandi Default
964,Siswa,Aldiansyah Wardhana,22230601,siswa0601,aldiansyah.wardhana.22230601@siswa.belajar.id,22230601,XII TO 1,0822280001,Sandi Default
965,Siswa,Dian Utomo,22230602,siswa0602,dian.utomo.22230602@siswa.belajar.id,22230602,XII TO 1,0822280002,Sandi Default
966,Siswa,M. Fikri Kuswanto,22230603,siswa0603,m.fikri.kuswanto.22230603@siswa.belajar.id,22230603,XII TO 1,0822280003,Sandi Default
967,Siswa,Salsabila Kusuma,22230604,siswa0604,salsabila.kusuma.22230604@siswa.belajar.id,22230604,XII TO 1,0822280004,Sandi Default
968,Siswa,Andika Mahendra,22230605,siswa0605,andika.mahendra.22230605@siswa.belajar.id,22230605,XII TO 1,0822280005,Sandi Default
969,Siswa,Elsa Baskara,22230606,siswa0606,elsa.baskara.22230606@siswa.belajar.id,22230606,XII TO 1,0822280006,Sandi Default
970,Siswa,Naufal Permatasari,22230607,siswa0607,naufal.permatasari.22230607@siswa.belajar.id,22230607,XII TO 1,0822280007,Sandi Default
971,Siswa,Siti Maulana,22230608,siswa0608,siti.maulana.22230608@siswa.belajar.id,22230608,XII TO 1,0822280008,Sandi Default
972,Siswa,Arya Setiawan,22230609,siswa0609,arya.setiawan.22230609@siswa.belajar.id,22230609,XII TO 1,0822280009,Sandi Default
973,Siswa,Fitri Suhendra,22230610,siswa0610,fitri.suhendra.22230610@siswa.belajar.id,22230610,XII TO 1,0822280010,Sandi Default
974,Siswa,Raditya Putra,22230611,siswa0611,raditya.putra.22230611@siswa.belajar.id,22230611,XII TO 1,0822280011,Sandi Default
975,Siswa,Tania Kurnia,22230612,siswa0612,tania.kurnia.22230612@siswa.belajar.id,22230612,XII TO 1,0822280012,Sandi Default
976,Siswa,Bayu Pramudya,22230613,siswa0613,bayu.pramudya.22230613@siswa.belajar.id,22230613,XII TO 1,0822280013,Sandi Default
977,Siswa,Hana Lestari,22230614,siswa0614,hana.lestari.22230614@siswa.belajar.id,22230614,XII TO 1,0822280014,Sandi Default
978,Siswa,Rangga Syahputra,22230615,siswa0615,rangga.syahputra.22230615@siswa.belajar.id,22230615,XII TO 1,0822280015,Sandi Default
979,Siswa,Vania Wicaksono,22230616,siswa0616,vania.wicaksono.22230616@siswa.belajar.id,22230616,XII TO 1,0822280016,Sandi Default
980,Siswa,Danendra Purnomo,22230617,siswa0617,danendra.purnomo.22230617@siswa.belajar.id,22230617,XII TO 1,0822280017,Sandi Default
981,Siswa,Intan Saputra,22230618,siswa0618,intan.saputra.22230618@siswa.belajar.id,22230618,XII TO 1,0822280018,Sandi Default
982,Siswa,Revan Safitri,22230619,siswa0619,revan.safitri.22230619@siswa.belajar.id,22230619,XII TO 1,0822280019,Sandi Default
983,Siswa,Zaskia Mahardika,22230620,siswa0620,zaskia.mahardika.22230620@siswa.belajar.id,22230620,XII TO 1,0822280020,Sandi Default
984,Siswa,Dennis Gunawan,22230621,siswa0621,dennis.gunawan.22230621@siswa.belajar.id,22230621,XII TO 1,0822280021,Sandi Default
985,Siswa,Kayla Sujatmiko,22230622,siswa0622,kayla.sujatmiko.22230622@siswa.belajar.id,22230622,XII TO 1,0822280022,Sandi Default
986,Siswa,Satria Nugroho,22230623,siswa0623,satria.nugroho.22230623@siswa.belajar.id,22230623,XII TO 1,0822280023,Sandi Default
987,Siswa,Aisyah Suryanto,22230624,siswa0624,aisyah.suryanto.22230624@siswa.belajar.id,22230624,XII TO 1,0822280024,Sandi Default
988,Siswa,Dimas Pratama,22230625,siswa0625,dimas.pratama.22230625@siswa.belajar.id,22230625,XII TO 1,0822280025,Sandi Default
989,Siswa,Laila Wahyuni,22230626,siswa0626,laila.wahyuni.22230626@siswa.belajar.id,22230626,XII TO 1,0822280026,Sandi Default
990,Siswa,Wahyu Haikal,22230627,siswa0627,wahyu.haikal.22230627@siswa.belajar.id,22230627,XII TO 1,0822280027,Sandi Default
991,Siswa,Amanda Santoso,22230628,siswa0628,amanda.santoso.22230628@siswa.belajar.id,22230628,XII TO 1,0822280028,Sandi Default
992,Siswa,Fajar Sudrajat,22230629,siswa0629,fajar.sudrajat.22230629@siswa.belajar.id,22230629,XII TO 1,0822280029,Sandi Default
993,Siswa,Marsha Wijaya,22230630,siswa0630,marsha.wijaya.22230630@siswa.belajar.id,22230630,XII TO 1,0822280030,Sandi Default
994,Siswa,Yoga Pangestu,22230631,siswa0631,yoga.pangestu.22230631@siswa.belajar.id,22230631,XII TO 1,0822280031,Sandi Default
995,Siswa,Anisa Kuncoro,22230632,siswa0632,anisa.kuncoro.22230632@siswa.belajar.id,22230632,XII TO 1,0822280032,Sandi Default
996,Siswa,Fathir Rahmawati,22230633,siswa0633,fathir.rahmawati.22230633@siswa.belajar.id,22230633,XII TO 1,0822280033,Sandi Default
997,Siswa,Nabila Nugraha,22230634,siswa0634,nabila.nugraha.22230634@siswa.belajar.id,22230634,XII TO 1,0822280034,Sandi Default
998,Siswa,Bima Baskara,22230701,siswa0701,bima.baskara.22230701@siswa.belajar.id,22230701,XII TO 2,0822290001,Sandi Default
999,Siswa,Indah Permatasari,22230702,siswa0702,indah.permatasari.22230702@siswa.belajar.id,22230702,XII TO 2,0822290002,Sandi Default
1000,Siswa,Rendi Maulana,22230703,siswa0703,rendi.maulana.22230703@siswa.belajar.id,22230703,XII TO 2,0822290003,Sandi Default
1001,Siswa,Zahra Setiawan,22230704,siswa0704,zahra.setiawan.22230704@siswa.belajar.id,22230704,XII TO 2,0822290004,Sandi Default
1002,Siswa,Daffa Suhendra,22230705,siswa0705,daffa.suhendra.22230705@siswa.belajar.id,22230705,XII TO 2,0822290005,Sandi Default
1003,Siswa,Jessica Putra,22230706,siswa0706,jessica.putra.22230706@siswa.belajar.id,22230706,XII TO 2,0822290006,Sandi Default
1004,Siswa,Rian Kurnia,22230707,siswa0707,rian.kurnia.22230707@siswa.belajar.id,22230707,XII TO 2,0822290007,Sandi Default
1005,Siswa,Adinda Pramudya,22230708,siswa0708,adinda.pramudya.22230708@siswa.belajar.id,22230708,XII TO 2,0822290008,Sandi Default
1006,Siswa,Desta Lestari,22230709,siswa0709,desta.lestari.22230709@siswa.belajar.id,22230709,XII TO 2,0822290009,Sandi Default
1007,Siswa,Keisha Syahputra,22230710,siswa0710,keisha.syahputra.22230710@siswa.belajar.id,22230710,XII TO 2,0822290010,Sandi Default
1008,Siswa,Tegar Wicaksono,22230711,siswa0711,tegar.wicaksono.22230711@siswa.belajar.id,22230711,XII TO 2,0822290011,Sandi Default
1009,Siswa,Alifa Purnomo,22230712,siswa0712,alifa.purnomo.22230712@siswa.belajar.id,22230712,XII TO 2,0822290012,Sandi Default
1010,Siswa,Fadhil Saputra,22230713,siswa0713,fadhil.saputra.22230713@siswa.belajar.id,22230713,XII TO 2,0822290013,Sandi Default
1011,Siswa,Laras Safitri,22230714,siswa0714,laras.safitri.22230714@siswa.belajar.id,22230714,XII TO 2,0822290014,Sandi Default
1012,Siswa,Wawan Mahardika,22230715,siswa0715,wawan.mahardika.22230715@siswa.belajar.id,22230715,XII TO 2,0822290015,Sandi Default
1013,Siswa,Anindya Gunawan,22230716,siswa0716,anindya.gunawan.22230716@siswa.belajar.id,22230716,XII TO 2,0822290016,Sandi Default
1014,Siswa,Farhan Sujatmiko,22230717,siswa0717,farhan.sujatmiko.22230717@siswa.belajar.id,22230717,XII TO 2,0822290017,Sandi Default
1015,Siswa,Maulida Nugroho,22230718,siswa0718,maulida.nugroho.22230718@siswa.belajar.id,22230718,XII TO 2,0822290018,Sandi Default
1016,Siswa,Yusuf Suryanto,22230719,siswa0719,yusuf.suryanto.22230719@siswa.belajar.id,22230719,XII TO 2,0822290019,Sandi Default
1017,Siswa,Annisa Pratama,22230720,siswa0720,annisa.pratama.22230720@siswa.belajar.id,22230720,XII TO 2,0822290020,Sandi Default
1018,Siswa,Galih Wahyuni,22230721,siswa0721,galih.wahyuni.22230721@siswa.belajar.id,22230721,XII TO 2,0822290021,Sandi Default
1019,Siswa,Nadira Haikal,22230722,siswa0722,nadira.haikal.22230722@siswa.belajar.id,22230722,XII TO 2,0822290022,Sandi Default
1020,Siswa,Zidan Santoso,22230723,siswa0723,zidan.santoso.22230723@siswa.belajar.id,22230723,XII TO 2,0822290023,Sandi Default
1021,Siswa,Aurelia Sudrajat,22230724,siswa0724,aurelia.sudrajat.22230724@siswa.belajar.id,22230724,XII TO 2,0822290024,Sandi Default
1022,Siswa,Hafiz Wijaya,22230725,siswa0725,hafiz.wijaya.22230725@siswa.belajar.id,22230725,XII TO 2,0822290025,Sandi Default
1023,Siswa,Nayra Pangestu,22230726,siswa0726,nayra.pangestu.22230726@siswa.belajar.id,22230726,XII TO 2,0822290026,Sandi Default
1024,Siswa,Bintang Kuncoro,22230727,siswa0727,bintang.kuncoro.22230727@siswa.belajar.id,22230727,XII TO 2,0822290027,Sandi Default
1025,Siswa,Chelsea Rahmawati,22230728,siswa0728,chelsea.rahmawati.22230728@siswa.belajar.id,22230728,XII TO 2,0822290028,Sandi Default
1026,Siswa,Indra Nugraha,22230729,siswa0729,indra.nugraha.22230729@siswa.belajar.id,22230729,XII TO 2,0822290029,Sandi Default
1027,Siswa,Nurul Hidayat,22230730,siswa0730,nurul.hidayat.22230730@siswa.belajar.id,22230730,XII TO 2,0822290030,Sandi Default
1028,Siswa,Dwi Wibowo,22230731,siswa0731,dwi.wibowo.22230731@siswa.belajar.id,22230731,XII TO 2,0822290031,Sandi Default
1029,Siswa,Clarissa Ramadhan,22230732,siswa0732,clarissa.ramadhan.22230732@siswa.belajar.id,22230732,XII TO 2,0822290032,Sandi Default
1030,Siswa,Kevin Firmansyah,22230733,siswa0733,kevin.firmansyah.22230733@siswa.belajar.id,22230733,XII TO 2,0822290033,Sandi Default
1031,Siswa,Raisa Hakim,22230734,siswa0734,raisa.hakim.22230734@siswa.belajar.id,22230734,XII TO 2,0822290034,Sandi Default
1032,Siswa,Fajar Putra,22230801,siswa0801,fajar.putra.22230801@siswa.belajar.id,22230801,XII TO 3,0822300001,Sandi Default
1033,Siswa,Marsha Kurnia,22230802,siswa0802,marsha.kurnia.22230802@siswa.belajar.id,22230802,XII TO 3,0822300002,Sandi Default
1034,Siswa,Yoga Pramudya,22230803,siswa0803,yoga.pramudya.22230803@siswa.belajar.id,22230803,XII TO 3,0822300003,Sandi Default
1035,Siswa,Anisa Lestari,22230804,siswa0804,anisa.lestari.22230804@siswa.belajar.id,22230804,XII TO 3,0822300004,Sandi Default
1036,Siswa,Fathir Syahputra,22230805,siswa0805,fathir.syahputra.22230805@siswa.belajar.id,22230805,XII TO 3,0822300005,Sandi Default
1037,Siswa,Nabila Wicaksono,22230806,siswa0806,nabila.wicaksono.22230806@siswa.belajar.id,22230806,XII TO 3,0822300006,Sandi Default
1038,Siswa,Zack Purnomo,22230807,siswa0807,zack.purnomo.22230807@siswa.belajar.id,22230807,XII TO 3,0822300007,Sandi Default
1039,Siswa,Aqila Saputra,22230808,siswa0808,aqila.saputra.22230808@siswa.belajar.id,22230808,XII TO 3,0822300008,Sandi Default
1040,Siswa,Gilang Safitri,22230809,siswa0809,gilang.safitri.22230809@siswa.belajar.id,22230809,XII TO 3,0822300009,Sandi Default
1041,Siswa,Nafisa Mahardika,22230810,siswa0810,nafisa.mahardika.22230810@siswa.belajar.id,22230810,XII TO 3,0822300010,Sandi Default
1042,Siswa,Zulfikar Gunawan,22230811,siswa0811,zulfikar.gunawan.22230811@siswa.belajar.id,22230811,XII TO 3,0822300011,Sandi Default
1043,Siswa,Cantika Sujatmiko,22230812,siswa0812,cantika.sujatmiko.22230812@siswa.belajar.id,22230812,XII TO 3,0822300012,Sandi Default
1044,Siswa,Ilham Nugroho,22230813,siswa0813,ilham.nugroho.22230813@siswa.belajar.id,22230813,XII TO 3,0822300013,Sandi Default
1045,Siswa,Novalita Suryanto,22230814,siswa0814,novalita.suryanto.22230814@siswa.belajar.id,22230814,XII TO 3,0822300014,Sandi Default
1046,Siswa,Candra Pratama,22230815,siswa0815,candra.pratama.22230815@siswa.belajar.id,22230815,XII TO 3,0822300015,Sandi Default
1047,Siswa,Citra Wahyuni,22230816,siswa0816,citra.wahyuni.22230816@siswa.belajar.id,22230816,XII TO 3,0822300016,Sandi Default
1048,Siswa,Irfan Haikal,22230817,siswa0817,irfan.haikal.22230817@siswa.belajar.id,22230817,XII TO 3,0822300017,Sandi Default
1049,Siswa,Putri Santoso,22230818,siswa0818,putri.santoso.22230818@siswa.belajar.id,22230818,XII TO 3,0822300018,Sandi Default
1050,Siswa,Ahmad Sudrajat,22230819,siswa0819,ahmad.sudrajat.22230819@siswa.belajar.id,22230819,XII TO 3,0822300019,Sandi Default
1051,Siswa,Delfina Wijaya,22230820,siswa0820,delfina.wijaya.22230820@siswa.belajar.id,22230820,XII TO 3,0822300020,Sandi Default
1052,Siswa,Lucky Pangestu,22230821,siswa0821,lucky.pangestu.22230821@siswa.belajar.id,22230821,XII TO 3,0822300021,Sandi Default
1053,Siswa,Rania Kuncoro,22230822,siswa0822,rania.kuncoro.22230822@siswa.belajar.id,22230822,XII TO 3,0822300022,Sandi Default
1054,Siswa,Aldiansyah Rahmawati,22230823,siswa0823,aldiansyah.rahmawati.22230823@siswa.belajar.id,22230823,XII TO 3,0822300023,Sandi Default
1055,Siswa,Dian Nugraha,22230824,siswa0824,dian.nugraha.22230824@siswa.belajar.id,22230824,XII TO 3,0822300024,Sandi Default
1056,Siswa,M. Fikri Hidayat,22230825,siswa0825,m.fikri.hidayat.22230825@siswa.belajar.id,22230825,XII TO 3,0822300025,Sandi Default
1057,Siswa,Salsabila Wibowo,22230826,siswa0826,salsabila.wibowo.22230826@siswa.belajar.id,22230826,XII TO 3,0822300026,Sandi Default
1058,Siswa,Andika Ramadhan,22230827,siswa0827,andika.ramadhan.22230827@siswa.belajar.id,22230827,XII TO 3,0822300027,Sandi Default
1059,Siswa,Elsa Firmansyah,22230828,siswa0828,elsa.firmansyah.22230828@siswa.belajar.id,22230828,XII TO 3,0822300028,Sandi Default
1060,Siswa,Naufal Hakim,22230829,siswa0829,naufal.hakim.22230829@siswa.belajar.id,22230829,XII TO 3,0822300029,Sandi Default
1061,Siswa,Siti Anggraini,22230830,siswa0830,siti.anggraini.22230830@siswa.belajar.id,22230830,XII TO 3,0822300030,Sandi Default
1062,Siswa,Arya Wardhana,22230831,siswa0831,arya.wardhana.22230831@siswa.belajar.id,22230831,XII TO 3,0822300031,Sandi Default
1063,Siswa,Fitri Utomo,22230832,siswa0832,fitri.utomo.22230832@siswa.belajar.id,22230832,XII TO 3,0822300032,Sandi Default
1064,Siswa,Raditya Kuswanto,22230833,siswa0833,raditya.kuswanto.22230833@siswa.belajar.id,22230833,XII TO 3,0822300033,Sandi Default
1065,Siswa,Tania Kusuma,22230834,siswa0834,tania.kusuma.22230834@siswa.belajar.id,22230834,XII TO 3,0822300034,Sandi Default
1066,Siswa,Indra Wicaksono,22230901,siswa0901,indra.wicaksono.22230901@siswa.belajar.id,22230901,XII DKV 1,0822310001,Sandi Default
1067,Siswa,Nurul Purnomo,22230902,siswa0902,nurul.purnomo.22230902@siswa.belajar.id,22230902,XII DKV 1,0822310002,Sandi Default
1068,Siswa,Dwi Saputra,22230903,siswa0903,dwi.saputra.22230903@siswa.belajar.id,22230903,XII DKV 1,0822310003,Sandi Default
1069,Siswa,Clarissa Safitri,22230904,siswa0904,clarissa.safitri.22230904@siswa.belajar.id,22230904,XII DKV 1,0822310004,Sandi Default
1070,Siswa,Kevin Mahardika,22230905,siswa0905,kevin.mahardika.22230905@siswa.belajar.id,22230905,XII DKV 1,0822310005,Sandi Default
1071,Siswa,Raisa Gunawan,22230906,siswa0906,raisa.gunawan.22230906@siswa.belajar.id,22230906,XII DKV 1,0822310006,Sandi Default
1072,Siswa,Aditya Sujatmiko,22230907,siswa0907,aditya.sujatmiko.22230907@siswa.belajar.id,22230907,XII DKV 1,0822310007,Sandi Default
1073,Siswa,Devi Nugroho,22230908,siswa0908,devi.nugroho.22230908@siswa.belajar.id,22230908,XII DKV 1,0822310008,Sandi Default
1074,Siswa,M. Rizky Suryanto,22230909,siswa0909,m.rizky.suryanto.22230909@siswa.belajar.id,22230909,XII DKV 1,0822310009,Sandi Default
1075,Siswa,Salma Pratama,22230910,siswa0910,salma.pratama.22230910@siswa.belajar.id,22230910,XII DKV 1,0822310010,Sandi Default
1076,Siswa,Alif Wahyuni,22230911,siswa0911,alif.wahyuni.22230911@siswa.belajar.id,22230911,XII DKV 1,0822310011,Sandi Default
1077,Siswa,Dinda Haikal,22230912,siswa0912,dinda.haikal.22230912@siswa.belajar.id,22230912,XII DKV 1,0822310012,Sandi Default
1078,Siswa,M. Zidan Santoso,22230913,siswa0913,m.zidan.santoso.22230913@siswa.belajar.id,22230913,XII DKV 1,0822310013,Sandi Default
1079,Siswa,Shifa Sudrajat,22230914,siswa0914,shifa.sudrajat.22230914@siswa.belajar.id,22230914,XII DKV 1,0822310014,Sandi Default
1080,Siswa,Ardi Wijaya,22230915,siswa0915,ardi.wijaya.22230915@siswa.belajar.id,22230915,XII DKV 1,0822310015,Sandi Default
1081,Siswa,Febriana Pangestu,22230916,siswa0916,febriana.pangestu.22230916@siswa.belajar.id,22230916,XII DKV 1,0822310016,Sandi Default
1082,Siswa,Pratama Kuncoro,22230917,siswa0917,pratama.kuncoro.22230917@siswa.belajar.id,22230917,XII DKV 1,0822310017,Sandi Default
1083,Siswa,Syifa Rahmawati,22230918,siswa0918,syifa.rahmawati.22230918@siswa.belajar.id,22230918,XII DKV 1,0822310018,Sandi Default
1084,Siswa,Bagas Nugraha,22230919,siswa0919,bagas.nugraha.22230919@siswa.belajar.id,22230919,XII DKV 1,0822310019,Sandi Default
1085,Siswa,Gita Hidayat,22230920,siswa0920,gita.hidayat.22230920@siswa.belajar.id,22230920,XII DKV 1,0822310020,Sandi Default
1086,Siswa,Rafi Wibowo,22230921,siswa0921,rafi.wibowo.22230921@siswa.belajar.id,22230921,XII DKV 1,0822310021,Sandi Default
1087,Siswa,Tiara Ramadhan,22230922,siswa0922,tiara.ramadhan.22230922@siswa.belajar.id,22230922,XII DKV 1,0822310022,Sandi Default
1088,Siswa,Bima Firmansyah,22230923,siswa0923,bima.firmansyah.22230923@siswa.belajar.id,22230923,XII DKV 1,0822310023,Sandi Default
1089,Siswa,Indah Hakim,22230924,siswa0924,indah.hakim.22230924@siswa.belajar.id,22230924,XII DKV 1,0822310024,Sandi Default
1090,Siswa,Rendi Anggraini,22230925,siswa0925,rendi.anggraini.22230925@siswa.belajar.id,22230925,XII DKV 1,0822310025,Sandi Default
1091,Siswa,Zahra Wardhana,22230926,siswa0926,zahra.wardhana.22230926@siswa.belajar.id,22230926,XII DKV 1,0822310026,Sandi Default
1092,Siswa,Daffa Utomo,22230927,siswa0927,daffa.utomo.22230927@siswa.belajar.id,22230927,XII DKV 1,0822310027,Sandi Default
1093,Siswa,Jessica Kuswanto,22230928,siswa0928,jessica.kuswanto.22230928@siswa.belajar.id,22230928,XII DKV 1,0822310028,Sandi Default
1094,Siswa,Rian Kusuma,22230929,siswa0929,rian.kusuma.22230929@siswa.belajar.id,22230929,XII DKV 1,0822310029,Sandi Default
1095,Siswa,Adinda Mahendra,22230930,siswa0930,adinda.mahendra.22230930@siswa.belajar.id,22230930,XII DKV 1,0822310030,Sandi Default
1096,Siswa,Desta Baskara,22230931,siswa0931,desta.baskara.22230931@siswa.belajar.id,22230931,XII DKV 1,0822310031,Sandi Default
1097,Siswa,Keisha Permatasari,22230932,siswa0932,keisha.permatasari.22230932@siswa.belajar.id,22230932,XII DKV 1,0822310032,Sandi Default
1098,Siswa,Tegar Maulana,22230933,siswa0933,tegar.maulana.22230933@siswa.belajar.id,22230933,XII DKV 1,0822310033,Sandi Default
1099,Siswa,Alifa Setiawan,22230934,siswa0934,alifa.setiawan.22230934@siswa.belajar.id,22230934,XII DKV 1,0822310034,Sandi Default
1100,Siswa,Naufal Gunawan,22231001,siswa1001,naufal.gunawan.22231001@siswa.belajar.id,22231001,XII DKV 2,0822320001,Sandi Default
1101,Siswa,Siti Sujatmiko,22231002,siswa1002,siti.sujatmiko.22231002@siswa.belajar.id,22231002,XII DKV 2,0822320002,Sandi Default
1102,Siswa,Arya Nugroho,22231003,siswa1003,arya.nugroho.22231003@siswa.belajar.id,22231003,XII DKV 2,0822320003,Sandi Default
